sitear	neighbourhood	organisat	governorateor	districtor	photo	environment	governorate	district	phone	householdnum	household	men	women	boys	girls	individual	water_access	water_quality	electric	openelement	damage	hazards	mines	fighting	geo	Improvised_Shelter	Tent	Individual_mud_building	Individual_mix_building	Individual_concrete_building	Shop	Apartment_block	Under_construction	opensite	abandonned	unfinished	class	accom	cluster	scoreclass	longitude	latitude
»Â«—  «“«	„ŒÌ„ »Â«—  «“«	iom	Diyala	Khanaqin	1413383156331.jpg	city_suburb	Diyala	Khanaqin	7709218054	d. 6-7	15	18	17	20	21	76	3.Minor	2.Moderate	3.Minor	1.Major	4.None	2.Moderate	1.Major	1.Major	"34.3029950707637,45.3499329405874"	0	0	0	1	0	0	1	1	No	Yes	Yes	b. 50-99	Unfinished Concrete Appart	Cluster 5	1.Extreme	45.34993294	34.30299507
“Ê— ﬂÂ “—«Ê	œÌ»Â ﬂÂ	iom	Erbil	Makhmur	1413271450939.jpg	isolated	Erbil	Erbil	7504436470	5-Apr	12	8	11	6	15	40	1.Major	2.Moderate	3.Minor	1.Major	2.Moderate	3.Minor	4.None	3.Minor	"35.9288028719998,43.8545299586901"	1	1	0	0	1	0	0	0	Yes	Yes	No	a. 0-49	 Improvised Open Mud 	Cluster 3	1.Extreme	43.85452996	35.92880287
»Â«—  «“«	„ŒÌ„ »Â«—  «“«	iom	Diyala	Khanaqin	1413384153528.jpg	city_suburb	Diyala	Khanaqin	7706185572	d. 6-7	19	25	23	26	22	96	2.Moderate	2.Moderate	2.Moderate	1.Major	4.None	3.Minor	1.Major	1.Major	"34.3033710436216,45.3522219386613"	0	0	0	1	0	0	1	1	Yes	Yes	Yes	b. 50-99	Unfinished Open Concrete Appart	Cluster 5	1.Extreme	45.35222194	34.30337104
»Œ Ì«—Ì	›—⁄ «·Õ”Ì‰ÌÂ	iom	Diyala	Khanaqin	1413295875018.jpg	city_suburb	Diyala	Khanaqin	7721989114	5-Apr	6	6	5	2	7	20	3.Minor	4.None	3.Minor	1.Major	4.None	3.Minor	4.None	4.None	"34.3170400429632,45.3634574918124"	0	0	0	1	0	0	0	1	No	Yes	Yes	a. 0-49	Unfinished Concrete 	Cluster 1	3.Medium	45.36345749	34.31704004
»Œ Ì«—Ì	Ã«„⁄ Õ”Ì‰ÌÂ	iom	Diyala	Khanaqin	1413355451048.jpg	city_suburb	Diyala	Khanaqin	7721720318	3-Jan	117	10	8	9	11	38	4.None	4.None	3.Minor	1.Major	4.None	4.None	4.None	4.None	"34.315839919613,45.3581633212479"	0	0	0	1	0	0	0	1	No	Yes	Yes	a. 0-49	Unfinished Concrete 	Cluster 1	4.Low	45.35816332	34.31583992
»Œ Ì«—Ì	„ﬂ »  ‘€Ì· „«¡	iom	Diyala	Khanaqin	1413358075794.jpg	city_suburb	Diyala	Khanaqin	7721894632	5-Apr	5	7	5	1	5	18	4.None	4.None	4.None	1.Major	4.None	4.None	4.None	4.None	"34.315369327771,45.3560976920649"	0	0	0	1	0	0	0	1	No	Yes	Yes	a. 0-49	Unfinished Concrete 	Cluster 1	4.Low	45.35609769	34.31536933
»Œ Ì«—Ì	„” Ê’› »Œ Ì«—Ì	iom	Diyala	Khanaqin	1413361265963.jpg	city_suburb	Diyala	Khanaqin	7716850134	d. 6-7	8	14	13	16	11	54	3.Minor	4.None	3.Minor	1.Major	4.None	4.None	4.None	4.None	"34.3125888534978,45.3528257010849"	0	0	0	1	0	0	0	1	No	Yes	Yes	b. 50-99	Unfinished Concrete 	Cluster 1	3.Medium	45.3528257	34.31258885
»Œ Ì«—Ì	»Ì  „Œ «— ÿ«·»	iom	Diyala	Khanaqin	1413363445242.jpg	city_suburb	Diyala	Khanaqin	7703040785	5-Apr	5	7	7	5	2	21	3.Minor	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"34.3099872381902,45.3530525316061"	0	0	0	1	0	0	0	1	No	Yes	Yes	a. 0-49	Unfinished Concrete 	Cluster 1	4.Low	45.35305253	34.30998724
»«—„Ì·	»«ﬁÃÂ ŒÊ‘Ì	iom	Diyala	Khanaqin	1413377664647.jpg	city_suburb	Diyala	Khanaqin	7705487188	d. 6-7	5	5	8	6	6	25	4.None	3.Minor	4.None	4.None	3.Minor	4.None	4.None	4.None	"34.3229512154457,45.3941249797096"	0	0	0	1	0	0	0	1	Yes	Yes	Yes	a. 0-49	Unfinished Open Concrete 	Cluster 1	4.Low	45.39412498	34.32295122
»«‰„Ì·	„Œ «— Õ„Ìœ ‰«„œ«—	iom	Diyala	Khanaqin	1413378918591.jpg	city_suburb	Diyala	Khanaqin	7705012304	5-Apr	5	6	6	3	8	23	3.Minor	3.Minor	1.Major	1.Major	4.None	1.Major	4.None	4.None	"34.318301021117,45.4020192717427"	0	0	0	1	0	0	0	1	No	Yes	Yes	a. 0-49	Unfinished Concrete 	Cluster 2	2.High	45.40201927	34.31830102
»«‰„Ì·	ﬁ«⁄Â ›« ÕÂ	iom	Diyala	Khanaqin	1413380184043.jpg	city_suburb	Diyala	Khanaqin	7703538617	5-Apr	5	6	3	3	4	16	1.Major	1.Major	1.Major	1.Major	1.Major	1.Major	4.None	4.None	"34.3217253363099,45.3978906657733"	0	0	0	1	0	0	0	1	No	Yes	Yes	a. 0-49	Unfinished Concrete 	Cluster 2	1.Extreme	45.39789067	34.32172534
»«‰„Ì·	„Œ «— ”·«„	iom	Diyala	Khanaqin	1413381487904.jpg	city_suburb	Diyala	Khanaqin	7710209811	5-Apr	7	9	8	7	7	31	4.None	2.Moderate	4.None	4.None	4.None	4.None	4.None	4.None	"34.3162882073842,45.3999425210272"	0	0	0	1	0	0	0	1	No	Yes	Yes	a. 0-49	Unfinished Concrete 	Cluster 1	5.None	45.39994252	34.31628821
ÂÌﬂ· „”ﬂÌ‰ 	Œ—‘‰… 	drc	Dahuk	Sumel	1413279773346.jpg	isolated	Dahuk	Sumel	7507857087	d. 6-7	5	8	9	6	5	28	4.None	3.Minor	4.None	4.None	4.None	4.None	4.None	4.None	"36.7696380754933,42.970280488953"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	4.Low	42.97028049	36.76963808
7‰Ì”«‰	ÿ—Ìﬁ Ã»—«ÊÂ	iom	Diyala	Khanaqin	1413383094630.jpg	city_suburb	Diyala	Khanaqin	7711324169	5-Apr	5	5	6	5	4	20	1.Major	1.Major	1.Major	1.Major	1.Major	1.Major	4.None	4.None	"34.3166753115546,45.3852249912754"	0	0	0	1	0	0	0	1	No	Yes	Yes	a. 0-49	Unfinished Concrete 	Cluster 2	1.Extreme	45.38522499	34.31667531
Ã»—«ÊÂ	„ﬁ«»· »Ì  «·„Œ «—  »ﬂ— ⁄»œ«··Â	iom	Diyala	Khanaqin	1413383971896.jpg	city_suburb	Diyala	Khanaqin	7710114373	d. 6-7	7	11	10	11	4	36	1.Major	1.Major	1.Major	1.Major	1.Major	1.Major	4.None	4.None	"34.3126871442702,45.3872930130956"	0	0	0	1	0	0	0	1	No	Yes	Yes	a. 0-49	Unfinished Concrete 	Cluster 2	1.Extreme	45.38729301	34.31268714
»Œ Ì«—Ì	Ã«„⁄ «·Õ”Ì‰Ì…	iom	Diyala	Khanaqin	1413440423436.jpg	city_suburb	Diyala	Khanaqin	7708889045	d. 6-7	6	11	11	4	7	33	1.Major	4.None	3.Minor	1.Major	4.None	4.None	4.None	4.None	"34.3166188208671,45.3586772513383"	0	0	0	1	0	0	0	1	No	Yes	Yes	a. 0-49	Unfinished Concrete 	Cluster 2	3.Medium	45.35867725	34.31661882
»Œ Ì«—Ì	„‘€· „«¡	iom	Diyala	Khanaqin	1413443130857.jpg	city_suburb	Diyala	Khanaqin	7702994417	5-Apr	7	8	7	8	4	27	2.Moderate	4.None	3.Minor	1.Major	4.None	3.Minor	4.None	3.Minor	"34.3150045411725,45.3563889520764"	0	0	0	1	0	0	0	1	No	Yes	Yes	a. 0-49	Unfinished Concrete 	Cluster 3	2.High	45.35638895	34.31500454
»Œ Ì«—Ì	„ﬂ » «·„‘€· „«¡	iom	Diyala	Khanaqin	1413445054721.jpg	city_suburb	Diyala	Khanaqin	7705710670	d. 6-7	5	7	7	5	6	25	3.Minor	4.None	3.Minor	1.Major	4.None	4.None	4.None	4.None	"34.3152326569959,45.3563007626083"	0	0	0	1	0	0	0	1	No	Yes	Yes	a. 0-49	Unfinished Concrete 	Cluster 1	3.Medium	45.35630076	34.31523266
»Œ Ì«—Ì	„ﬂ »  ‘€Ì· „«¡	iom	Diyala	Khanaqin	1413448877952.jpg	city_suburb	Diyala	Khanaqin	7724718056	5-Apr	5	4	6	4	6	20	4.None	4.None	3.Minor	3.Minor	4.None	4.None	4.None	4.None	"34.3116348188171,45.3521888346896"	0	0	0	1	0	0	0	1	No	Yes	Yes	a. 0-49	Unfinished Concrete 	Cluster 1	4.Low	45.35218883	34.31163482
»Œ Ì«—Ì	„‰÷„…«·œ—«·„ﬂ‰Ê‰	iom	Diyala	Khanaqin	1413452580985.jpg	city_suburb	Diyala	Khanaqin	7707883095	d. 6-7	6	10	7	11	6	34	3.Minor	4.None	3.Minor	1.Major	4.None	4.None	4.None	4.None	"34.319500870211,45.3651475480696"	0	0	0	1	0	0	0	1	No	Yes	Yes	a. 0-49	Unfinished Concrete 	Cluster 1	3.Medium	45.36514755	34.31950087
»Œ Ì«—Ì	„ﬁ«»Ì· „ŒÌ„ »Â«— «“…	iom	Diyala	Khanaqin	1413463623080.jpg	city_suburb	Diyala	Khanaqin	7700053948	5-Apr	5	10	5	2	2	19	2.Moderate	3.Minor	4.None	1.Major	4.None	4.None	4.None	4.None	"34.3070270993273,45.3486230373238"	0	0	0	1	0	0	0	1	No	Yes	Yes	a. 0-49	Unfinished Concrete 	Cluster 1	3.Medium	45.34862304	34.3070271
»Œ Ì«—Ì	ﬁ—» „ŒÌ„ »Â«— «“…	iom	Diyala	Khanaqin	1413464245311.jpg	city_suburb	Diyala	Khanaqin	7721720134	d. 6-7	8	13	14	4	9	40	3.Minor	4.None	3.Minor	1.Major	4.None	4.None	4.None	4.None	"34.3069409758063,45.3467789567389"	0	0	0	1	0	0	0	1	No	Yes	Yes	a. 0-49	Unfinished Concrete 	Cluster 1	3.Medium	45.34677896	34.30694098
»Â«— «“…	ﬁ—» „ŒÌ„ »Â«— «“…	iom	Diyala	Khanaqin	1413467347660.jpg	city_suburb	Diyala	Khanaqin	7700877023	d. 6-7	7	13	16	14	5	48	3.Minor	4.None	4.None	1.Major	4.None	4.None	4.None	4.None	"34.3045567812883,45.3487473702797"	0	0	0	1	0	0	1	0	No	Yes	No	a. 0-49	 Concrete Appart	Cluster 1	3.Medium	45.34874737	34.30455678
⁄·Ê…	⁄·Ê…	iom	Erbil	Erbil	1413277463769.jpg	isolated	Erbil	Erbil	7701762142	d. 6-7	50	80	100	40	30	250	2.Moderate	3.Minor	4.None	1.Major	1.Major	1.Major	4.None	4.None	"36.1735869822,43.9336284889967"	0	0	0	0	0	0	0	0	Yes	No	No	d. 250-499	 Open 	Cluster 2	1.Extreme	43.93362849	36.17358698
»Â«— «“…	ﬁ—» „ŒÌ„ »Â«— «“…	iom	Diyala	Khanaqin	1413467812296.jpg	city_suburb	Diyala	Khanaqin	7706518723	d. 6-7	5	8	10	11	4	33	3.Minor	4.None	2.Moderate	1.Major	2.Moderate	1.Major	4.None	4.None	"34.3043577894582,45.3486013973622"	0	0	0	1	0	0	0	1	No	Yes	Yes	a. 0-49	Unfinished Concrete 	Cluster 2	2.High	45.3486014	34.30435779
»Â«— «“…	ﬁ—» „ŒÌ„ »Â«— «“…	iom	Diyala	Khanaqin	1413468510112.jpg	city_suburb	Diyala	Khanaqin	7711866862	5-Apr	5	7	5	0	4	16	3.Minor	3.Minor	4.None	1.Major	4.None	4.None	4.None	4.None	"34.3032146559355,45.349429234072"	0	0	0	1	0	0	0	1	No	Yes	Yes	a. 0-49	Unfinished Concrete 	Cluster 1	3.Medium	45.34942923	34.30321466
»Â«— «“…	ﬁ—» „ŒÌ„ »Â«— «“…	iom	Diyala	Khanaqin	1413469199810.jpg	city_suburb	Diyala	Khanaqin	7713409079	5-Apr	10	8	12	11	15	46	3.Minor	3.Minor	3.Minor	1.Major	4.None	4.None	4.None	4.None	"34.3028501498867,45.3499262446222"	0	0	0	1	0	0	0	1	No	Yes	Yes	a. 0-49	Unfinished Concrete 	Cluster 1	3.Medium	45.34992624	34.30285015
»Â«— «“…	ﬁ—» „ŒÌ„ »Â«— «“…	iom	Diyala	Khanaqin	1413469945703.jpg	city_suburb	Diyala	Khanaqin	7709062723	d. 6-7	9	19	12	12	4	47	3.Minor	3.Minor	3.Minor	1.Major	2.Moderate	3.Minor	1.Major	1.Major	"34.3035517067956,45.3509341835279"	0	0	0	1	0	0	1	1	No	Yes	Yes	a. 0-49	Unfinished Concrete Appart	Cluster 5	1.Extreme	45.35093418	34.30355171
»Â«— «“…	ﬁ—» „ŒÌ„ »Â«— «“…	iom	Diyala	Khanaqin	1413470422110.jpg	city_suburb	Diyala	Khanaqin	7707904280	d. 6-7	7	10	10	11	8	39	3.Minor	3.Minor	3.Minor	1.Major	4.None	4.None	4.None	3.Minor	"34.3045790804653,45.3518915829189"	0	0	0	1	0	0	0	1	No	Yes	Yes	a. 0-49	Unfinished Concrete 	Cluster 3	2.High	45.35189158	34.30457908
»«ŒÏ ﬂÊ—œÊ ⁄“Ì“ «»—«ÂÌ„	ÿ«”·ÊÃ…	iom	Sulaymaniyah	Sulaymaniya	1413287116182.jpg	city_suburb	Sulaymaniyah	Sulaymaniya	7507853485	5-Apr	13	13	14	18	7	52	4.None	2.Moderate	3.Minor	2.Moderate	2.Moderate	1.Major	4.None	4.None	"35.5904325502523,45.2506937539569"	0	0	0	1	0	0	0	1	No	Yes	Yes	b. 50-99	Unfinished Concrete 	Cluster 2	3.Medium	45.25069375	35.59043255
ÂÊ·Ï »Ê‰…ﬂ«‰	»«‰Ê«‰	iom	Sulaymaniyah	Dokan	1413354684858.jpg	town	Sulaymaniyah	Dokan	7705263094	d. 6-7	6	9	8	11	8	36	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"35.9324393760649,44.9667928003853"	0	0	1	0	0	0	0	0	No	Yes	No	a. 0-49	 Mix 	Cluster 1	5.None	44.9667928	35.93243938
ﬁ—Ì… —«»«‰ ”Ì«ÕÌ…	œÊﬂ«‰Ï ”…—…Ê…	iom	Sulaymaniyah	Dokan	1413356262607.jpg	city_suburb	Sulaymaniyah	Dokan	7703034198	5-Apr	6	9	8	3	7	27	3.Minor	3.Minor	3.Minor	3.Minor	3.Minor	4.None	4.None	4.None	"35.9566945365215,44.985571555542"	0	0	0	1	0	0	1	0	No	Yes	No	a. 0-49	 Concrete Appart	Cluster 1	2.High	44.98557156	35.95669454
”…‰ …—Ï ﬂ…‰Ã«‰	Œ…·…ﬂ«‰	iom	Sulaymaniyah	Dokan	1413359010515.jpg	town	Sulaymaniyah	Dokan	7705207804	d. 6-7	14	19	21	24	23	87	4.None	3.Minor	4.None	2.Moderate	3.Minor	4.None	4.None	4.None	"36.0138356367534,44.8421179938522"	0	0	0	1	0	0	0	0	No	Yes	No	b. 50-99	 Concrete 	Cluster 1	3.Medium	44.84211799	36.01383564
ﬁÊ «»Œ«‰…Ï „Ê€«€	ﬂÊ‰œÏ „Ê€«€	iom	Sulaymaniyah	Dokan	1413364491596.jpg	isolated	Sulaymaniyah	Dokan	7507846605	d. 6-7	6	8	13	5	4	30	4.None	1.Major	3.Minor	2.Moderate	2.Moderate	2.Moderate	4.None	4.None	"35.7884782820781,45.1157619399159"	0	0	0	1	0	0	0	0	No	Yes	No	a. 0-49	 Concrete 	Cluster 2	3.Medium	45.11576194	35.78847828
ÂÌﬂ· ”„«Ì·	—ﬂ«Ê…	drc	Dahuk	Sumel	1413280535933.jpg	isolated	Dahuk	Sumel	7508542620	d. 6-7	5	9	10	7	6	32	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"36.7693395959213,42.9798831325024"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	5.None	42.97988313	36.7693396
»Ì‘Ì‰ﬂÌ	ﬂ—»·Ì	harikar	Dahuk	Dahuk	1413442125921.jpg	isolated	Dahuk	Dahuk	7507936302	e. 8-10	5	8	7	11	10	36	2.Moderate	1.Major	3.Minor	3.Minor	3.Minor	4.None	4.None	4.None	"36.9846391727087,43.0330993275008"	0	0	0	1	0	0	0	0	No	Yes	No	a. 0-49	 Concrete 	Cluster 2	2.High	43.03309933	36.98463917
»« Ì·	ﬁ—» «··Ã‰… «·Õ“»Ì…	harikar	Dahuk	Sumel	1413441363539.jpg	city_suburb	Dahuk	Sumel	7507930634	d. 6-7	5	5	6	8	10	29	2.Moderate	2.Moderate	2.Moderate	2.Moderate	4.None	4.None	4.None	4.None	"36.9591218909359,42.6830997479379"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 2	4.Low	42.68309975	36.95912189
‰«ÕÌ… »« Ì·	ﬁ—» «·Ã‰… «·„Õ·Ì…	harikar	Dahuk	Sumel	1413441866509.jpg	city_suburb	Dahuk	Sumel	7503429511	f. >10	7	17	19	22	25	83	2.Moderate	2.Moderate	2.Moderate	2.Moderate	4.None	4.None	4.None	4.None	"36.9579605273483,42.6810539950325"	0	0	0	0	0	0	0	1	No	No	Yes	b. 50-99	Unfinished 	Cluster 2	4.Low	42.681054	36.95796053
»« Ì·	ﬁ—» —Ê÷… »« Ì·	harikar	Dahuk	Sumel	1413442227381.jpg	city_suburb	Dahuk	Sumel	7507852074	d. 6-7	7	7	10	11	11	39	2.Moderate	2.Moderate	2.Moderate	2.Moderate	4.None	4.None	4.None	4.None	"36.9579292773593,42.6811604776242"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 2	4.Low	42.68116048	36.95792928
»« Ì·	ﬁ—» —Ê÷… »« Ì·	harikar	Dahuk	Sumel	1413442701120.jpg	city_suburb	Dahuk	Sumel	7708407996	e. 8-10	5	5	5	22	5	37	4.None	4.None	2.Moderate	2.Moderate	4.None	4.None	4.None	4.None	"36.9566650442315,42.6814445364958"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	5.None	42.68144454	36.95666504
»« Ì·	ﬁ—» «·—Ê÷… »« Ì·	harikar	Dahuk	Sumel	1413443079823.jpg	city_suburb	Dahuk	Sumel	7703002924	d. 6-7	5	5	7	11	9	32	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"36.9567149423604,42.6811756591392"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	5.None	42.68117566	36.95671494
»« Ì·	„œ—”… »« Ì· «·«» œ«∆Ì…	harikar	Dahuk	Sumel	1413443545338.jpg	city_suburb	Dahuk	Sumel	7503439109	d. 6-7	5	5	8	6	13	32	2.Moderate	2.Moderate	2.Moderate	2.Moderate	4.None	4.None	4.None	4.None	"36.9575368202564,42.6803655633001"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 2	4.Low	42.68036556	36.95753682
»« Ì·	ﬁ—» „œ—”… »« Ì·	harikar	Dahuk	Sumel	1413444428391.jpg	city_suburb	Dahuk	Sumel	7507794379	5-Apr	8	9	8	11	11	39	4.None	3.Minor	2.Moderate	2.Moderate	4.None	4.None	4.None	4.None	"36.9609935126484,42.67656815672"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	4.Low	42.67656816	36.96099351
»« Ì·	ﬁ—» „Œ“‰ «·“—«⁄Ì	harikar	Dahuk	Sumel	1413444819340.jpg	city_suburb	Dahuk	Sumel	7508228731	d. 6-7	8	13	9	12	13	47	2.Moderate	2.Moderate	2.Moderate	2.Moderate	4.None	4.None	4.None	4.None	"36.9619116443137,42.6764304009865"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 2	4.Low	42.6764304	36.96191164
»« Ì·	„Œ“‰ «·“—«⁄Ì	harikar	Dahuk	Sumel	1413445210233.jpg	city_suburb	Dahuk	Sumel	7501686481	e. 8-10	8	15	18	12	14	59	1.Major	1.Major	4.None	3.Minor	1.Major	1.Major	4.None	4.None	"36.9624116572522,42.6755529431646"	0	1	0	0	0	0	0	0	Yes	No	No	b. 50-99	 Mud 	Cluster 2	1.Extreme	42.67555294	36.96241166
ÂÌﬂ· ÕÃÌ ‰Ã„	”Ì‰«	drc	Dahuk	Sumel	1413281652834.jpg	isolated	Dahuk	Sumel	7507047822	d. 6-7	5	12	9	5	7	33	4.None	4.None	1.Major	4.None	4.None	4.None	4.None	4.None	"36.7973889224231,43.0263135116547"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 2	5.None	43.02631351	36.79738892
»« Ì·	ﬁ—» »·œÌ… »« Ì·	harikar	Dahuk	Sumel	1413445977368.jpg	city_suburb	Dahuk	Sumel	7507399680	5-Apr	55	65	61	40	42	208	4.None	2.Moderate	4.None	4.None	2.Moderate	4.None	4.None	4.None	"36.9607461940568,42.6842007547505"	0	0	0	0	0	0	1	0	No	Yes	No	c. 100-249	 Appart	Cluster 2	4.Low	42.68420075	36.96074619
Œ…»« 	Œ…»« 	iom	Erbil	Erbil	1413414865572.jpg	city_suburb	Erbil	Erbil	7701755381	d. 6-7	15	20	25	20	20	85	3.Minor	3.Minor	2.Moderate	4.None	4.None	4.None	4.None	4.None	"36.2691852597277,43.6761538160552"	1	0	0	1	1	0	0	0	Yes	Yes	No	b. 50-99	 Improvised Open Concrete 	Cluster 1	4.Low	43.67615382	36.26918526
„Ã„⁄ «‰œ«“Ì«—«‰	ÿ—Ìﬁ ﬂ”‰“«‰	iom	Erbil	Erbil	1413215646427.jpg	city_suburb	Erbil	Erbil	7702060725	5-Apr	203	253	242	145	103	743	2.Moderate	1.Major	1.Major	1.Major	4.None	4.None	4.None	4.None	"36.2040710111404,44.1206975130089"	0	0	0	0	0	0	0	0	Yes	No	No	e. 500-2000	 Tent Open 	Cluster 2	3.Medium	44.12069751	36.20407101
„‰ “Â ⁄‰ﬂ«ÊÂ	⁄‰ﬂ«ÊÂ	iom	Erbil	Erbil	1413446774121.jpg	town	Erbil	Erbil	7504329405	5-Apr	32	31	36	36	43	146	1.Major	1.Major	2.Moderate	2.Moderate	4.None	4.None	4.None	4.None	"36.229437374774,43.9907401932879"	0	0	0	0	0	0	0	0	Yes	No	No	c. 100-249	 Tent Open 	Cluster 2	3.Medium	43.99074019	36.22943737
ﬁ—Ì… »—Ì »Â«—	ﬁ—Ì… «Ì„‰ﬂÌ	unhcr	Dahuk	Dahuk	1413445671167.jpg	town	Dahuk	Dahuk	7503231294	5-Apr	6	7	8	7	2	24	4.None	1.Major	4.None	2.Moderate	4.None	4.None	4.None	4.None	"36.8780012484097,43.0972709547603"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 2	4.Low	43.09727095	36.87800125
ﬁ—Ì… »—Ì »Â«—	ﬁ—Ì… «Ì„‰ﬂÌ	unhcr	Dahuk	Dahuk	1413447845009.jpg	town	Dahuk	Dahuk	7507847663	5-Apr	5	3	5	5	4	17	4.None	4.None	4.None	2.Moderate	4.None	4.None	4.None	4.None	"36.8773682344204,43.0980482642732"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	5.None	43.09804826	36.87736823
ﬁ—Ì… »—Ì »Â«—	ﬁ—Ì… «Ì„‰ﬂÌ	unhcr	Dahuk	Dahuk	1413448524068.jpg	town	Dahuk	Dahuk	7503978060	e. 8-10	5	5	5	9	16	35	4.None	4.None	4.None	2.Moderate	4.None	4.None	4.None	4.None	"36.8753812175965,43.0965826963454"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	5.None	43.0965827	36.87538122
ﬁ—Ì… »«»·Ê	ﬁ—Ì… »—Ì »Â«—	unhcr	Dahuk	Dahuk	1413453240575.jpg	town	Dahuk	Dahuk	7504017942	5-Apr	13	15	20	17	8	60	4.None	2.Moderate	4.None	4.None	4.None	4.None	4.None	4.None	"36.872605324037,43.1248144404342"	0	0	0	1	0	0	0	0	No	Yes	No	b. 50-99	 Concrete 	Cluster 1	5.None	43.12481444	36.87260532
ﬁ—Ì… »«œÌ	 ﬁ—Ì… ”‰œÊ—Ì	unhcr	Dahuk	Dahuk	1413457262506.jpg	town	Dahuk	Dahuk	7507571189	e. 8-10	7	7	8	15	23	53	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"36.9049550865436,43.0977932256164"	0	0	0	1	0	0	0	0	No	Yes	No	b. 50-99	 Concrete 	Cluster 1	5.None	43.09779323	36.90495509
‘ﬁﬁ Ã»«— »«ÿÊ›«	ﬁ—Ì»… „‰ „Õÿ…  ⁄»∆… »«ÿÊ›«	unhcr	Dahuk	Zakho	1413444676564.jpg	city_suburb	Dahuk	Zakho	7508826363	d. 6-7	32	50	61	47	64	222	4.None	4.None	3.Minor	4.None	4.None	4.None	4.None	4.None	"37.1810747686783,43.0027177887517"	0	0	1	0	0	0	0	1	No	Yes	Yes	c. 100-249	Unfinished Mix 	Cluster 1	5.None	43.00271779	37.18107477
ÂÌﬂ· Ê·« 	 ·Œ‘ ’€Ì—	drc	Dahuk	Sumel	1413282941673.jpg	isolated	Dahuk	Sumel	7507642108	5-Apr	5	5	5	5	6	21	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"36.7730313632637,43.0124258715659"	0	0	0	0	0	0	0	1	No	No	Yes	a. 0-49	Unfinished 	Cluster 1	5.None	43.01242587	36.77303136
»Ã«‰» „·⁄» »«ÿÊ›«	ﬁ—Ì»… „‰ „Õÿ…  ⁄»∆… »«ÿÊ›«	unhcr	Dahuk	Zakho	1413445270599.jpg	city_suburb	Dahuk	Zakho	7503974089	e. 8-10	5	7	11	9	11	38	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.1807856623635,43.0013818106039"	0	0	1	0	0	0	0	1	No	Yes	Yes	a. 0-49	Unfinished Mix 	Cluster 1	5.None	43.00138181	37.18078566
‰Â«·« „Ì—ﬂÊ‘ -»«ÿÊ›«	„ﬁ«»· ‘Ì·«‰ 	unhcr	Dahuk	Zakho	1413446029850.jpg	isolated	Dahuk	Zakho	7503142783	e. 8-10	9	16	20	21	18	75	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.1761557725657,43.0006709183758"	0	0	1	0	0	0	0	1	No	Yes	Yes	b. 50-99	Unfinished Mix 	Cluster 1	5.None	43.00067092	37.17615577
‰Â«·« „Ì—ﬂÊ‘« -»«ÿÊ›«	„ﬁ«»· ‘Ì·«‰	unhcr	Dahuk	Zakho	1413446624741.jpg	isolated	Dahuk	Zakho	7507478459	e. 8-10	5	4	5	16	10	35	4.None	4.None	4.None	4.None	4.None	4.None	4.None	4.None	"37.17644965483,43.0008953986737"	0	0	1	0	0	0	0	1	No	Yes	Yes	a. 0-49	Unfinished Mix 	Cluster 1	5.None	43.0008954	37.17644965
‰Â«·« „Ì—ﬂÊ‘« -»«ÿÊ›«	„Õ·… ‘Ì·«‰	unhcr	Dahuk	Zakho	1413447523840.jpg	isolated	Dahuk	Zakho	7507878152	5-Apr	5	5	5	5	6	21	4.None	1.Major	1.Major	1.Major	4.None	4.None	4.None	4.None	"37.1775587650903,43.0013022862239"	0	0	0	1	0	0	0	1	No	Yes	Yes	a. 0-49	Unfinished Concrete 	Cluster 2	3.Medium	43.00130229	37.17755877
